States and selected areas:  Employment status of the civilian noninstitutional population,;;;;;;;;;;
January 1976 to date, seasonally adjusted;;;;;;;;;;
;;;;;;;;;;
FIPS Code;State and area;Period;;Civilian non-institutional population;Civilian labor force;;;;;
29;Missouri;1976;05;3 481 000   ;2 107 426   ;60,5   ;1 979 762   ;56,9   ;127 664   ;6,1   
30;Montana;1976;05;535 000   ;327 296   ;61,2   ;308 035   ;57,6   ;19 261   ;5,9   
31;Nebraska;1976;05;1 100 000   ;716 356   ;65,1   ;693 887   ;63,1   ;22 469   ;3,1   
32;Nevada;1976;05;460 000   ;326 152   ;70,9   ;297 525   ;64,7   ;28 627   ;8,8   
33;New Hampshire;1976;05;599 000   ;394 491   ;65,9   ;368 258   ;61,5   ;26 233   ;6,6   
34;New Jersey;1976;05;5 376 000   ;3 301 261   ;61,4   ;2 960 089   ;55,1   ;341 172   ;10,3   
35;New Mexico;1976;05;804 000   ;478 400   ;59,5   ;435 737   ;54,2   ;42 663   ;8,9   
36;New York;1976;05;13 219 000   ;7 699 911   ;58,2   ;6 917 563   ;52,3   ;782 348   ;10,2   
51000;New York city;1976;05;5 687 000   ;3 112 773   ;54,7   ;2 767 660   ;48,7   ;345 113   ;11,1   
37;North Carolina;1976;05;3 926 000   ;2 604 867   ;66,3   ;2 446 767   ;62,3   ;158 100   ;6,1   
38;North Dakota;1976;05;445 000   ;277 312   ;62,3   ;267 566   ;60,1   ;9 746   ;3,5   
39;Ohio;1976;05;7 721 000   ;4 755 323   ;61,6   ;4 380 800   ;56,7   ;374 523   ;7,9   
40;Oklahoma;1976;05;2 015 000   ;1 183 247   ;58,7   ;1 114 483   ;55,3   ;68 764   ;5,8   
41;Oregon;1976;05;1 732 000   ;1 076 382   ;62,1   ;977 331   ;56,4   ;99 051   ;9,2   
42;Pennsylvania;1976;05;8 798 000   ;5 120 204   ;58,2   ;4 703 981   ;53,5   ;416 223   ;8,1   
44;Rhode Island;1976;05;694 000   ;435 966   ;62,8   ;400 890   ;57,8   ;35 076   ;8,0   
45;South Carolina;1976;05;2 001 000   ;1 291 116   ;64,5   ;1 199 126   ;59,9   ;91 990   ;7,1   
46;South Dakota;1976;05;480 000   ;308 764   ;64,3   ;299 427   ;62,4   ;9 337   ;3,0   
47;Tennessee;1976;05;3 103 000   ;1 837 093   ;59,2   ;1 729 974   ;55,8   ;107 119   ;5,8   
48;Texas;1976;05;8 922 000   ;5 684 052   ;63,7   ;5 350 734   ;60,0   ;333 318   ;5,9   
49;Utah;1976;05;833 000   ;522 952   ;62,8   ;493 574   ;59,3   ;29 378   ;5,6   
50;Vermont;1976;05;342 000   ;215 053   ;62,9   ;196 524   ;57,5   ;18 529   ;8,6   
51;Virginia;1976;05;3 567 000   ;2 334 945   ;65,5   ;2 199 661   ;61,7   ;135 284   ;5,8   
53;Washington;1976;05;2 623 000   ;1 593 891   ;60,8   ;1 455 187   ;55,5   ;138 704   ;8,7   
54;West Virginia;1976;05;1 363 000   ;700 747   ;51,4   ;646 032   ;47,4   ;54 715   ;7,8   
55;Wisconsin;1976;05;3 260 000   ;2 133 418   ;65,4   ;2 015 918   ;61,8   ;117 500   ;5,5   
56;Wyoming;1976;05;274 000   ;177 909   ;64,9   ;170 664   ;62,3   ;7 245   ;4,1   
01;Alabama;1976;06;2 631 000   ;1 493 270   ;56,8   ;1 396 510   ;53,1   ;96 760   ;6,5   
02;Alaska;1976;06;240 000   ;163 686   ;68,2   ;152 003   ;63,3   ;11 683   ;7,1   
04;Arizona;1976;06;1 647 000   ;984 254   ;59,8   ;890 022   ;54,0   ;94 232   ;9,6   
05;Arkansas;1976;06;1 544 000   ;887 726   ;57,5   ;825 275   ;53,5   ;62 451   ;7,0   
06;California;1976;06;15 804 000   ;9 870 502   ;62,5   ;8 990 510   ;56,9   ;879 992   ;8,9   
037;Los Angeles County;1976;06;5 321 000   ;3 393 630   ;63,8   ;3 100 486   ;58,3   ;293 144   ;8,6   
08;Colorado;1976;06;1 855 000   ;1 232 568   ;66,4   ;1 163 342   ;62,7   ;69 226   ;5,6   
09;Connecticut;1976;06;2 259 000   ;1 457 458   ;64,5   ;1 319 292   ;58,4   ;138 166   ;9,5   
10;Delaware;1976;06;420 000   ;264 322   ;62,9   ;240 938   ;57,4   ;23 384   ;8,8   
11;District of Columbia;1976;06;517 000   ;335 657   ;64,9   ;306 449   ;59,3   ;29 208   ;8,7   
12;Florida;1976;06;6 499 000   ;3 602 438   ;55,4   ;3 280 804   ;50,5   ;321 634   ;8,9   
13;Georgia;1976;06;3 553 000   ;2 267 990   ;63,8   ;2 087 124   ;58,7   ;180 866   ;8,0   
15;Hawaii;1976;06;591 000   ;410 779   ;69,5   ;371 272   ;62,8   ;39 507   ;9,6   
16;Idaho;1976;06;588 000   ;371 921   ;63,3   ;350 995   ;59,7   ;20 926   ;5,6   
17;Illinois;1976;06;8 174 000   ;5 148 731   ;63,0   ;4 811 721   ;58,9   ;337 010   ;6,5   
18;Indiana;1976;06;3 810 000   ;2 433 743   ;63,9   ;2 292 942   ;60,2   ;140 801   ;5,8   
19;Iowa;1976;06;2 081 000   ;1 335 660   ;64,2   ;1 283 290   ;61,7   ;52 370   ;3,9   
20;Kansas;1976;06;1 647 000   ;1 070 168   ;65,0   ;1 025 075   ;62,2   ;45 093   ;4,2   
21;Kentucky;1976;06;2 485 000   ;1 492 875   ;60,1   ;1 411 989   ;56,8   ;80 886   ;5,4   
22;Louisiana;1976;06;2 705 000   ;1 527 804   ;56,5   ;1 424 206   ;52,7   ;103 598   ;6,8   
23;Maine;1976;06;772 000   ;476 771   ;61,8   ;436 293   ;56,5   ;40 478   ;8,5   
24;Maryland;1976;06;2 975 000   ;1 912 938   ;64,3   ;1 785 651   ;60,0   ;127 287   ;6,7   
25;Massachusetts;1976;06;4 210 000   ;2 721 925   ;64,7   ;2 459 155   ;58,4   ;262 770   ;9,7   
26;Michigan;1976;06;6 448 000   ;3 996 173   ;62,0   ;3 620 055   ;56,1   ;376 118   ;9,4   
27;Minnesota;1976;06;2 811 000   ;1 846 239   ;65,7   ;1 743 269   ;62,0   ;102 970   ;5,6   
28;Mississippi;1976;06;1 656 000   ;969 806   ;58,6   ;909 950   ;54,9   ;59 856   ;6,2   
29;Missouri;1976;06;3 485 000   ;2 120 593   ;60,8   ;1 990 642   ;57,1   ;129 951   ;6,1   
30;Montana;1976;06;536 000   ;327 764   ;61,2   ;308 353   ;57,5   ;19 411   ;5,9   
31;Nebraska;1976;06;1 101 000   ;717 505   ;65,2   ;695 246   ;63,1   ;22 259   ;3,1   
32;Nevada;1976;06;462 000   ;328 597   ;71,1   ;300 068   ;64,9   ;28 529   ;8,7   
33;New Hampshire;1976;06;601 000   ;396 701   ;66,0   ;370 769   ;61,7   ;25 932   ;6,5   
34;New Jersey;1976;06;5 381 000   ;3 311 189   ;61,5   ;2 967 398   ;55,1   ;343 791   ;10,4   
35;New Mexico;1976;06;807 000   ;480 530   ;59,5   ;437 826   ;54,3   ;42 704   ;8,9   
36;New York;1976;06;13 224 000   ;7 710 197   ;58,3   ;6 926 350   ;52,4   ;783 847   ;10,2   
51000;New York city;1976;06;5 685 000   ;3 112 378   ;54,7   ;2 766 261   ;48,7   ;346 117   ;11,1   
37;North Carolina;1976;06;3 933 000   ;2 611 298   ;66,4   ;2 456 438   ;62,5   ;154 860   ;5,9   
38;North Dakota;1976;06;446 000   ;278 512   ;62,4   ;268 372   ;60,2   ;10 140   ;3,6   
39;Ohio;1976;06;7 726 000   ;4 752 606   ;61,5   ;4 385 437   ;56,8   ;367 169   ;7,7   
40;Oklahoma;1976;06;2 019 000   ;1 185 470   ;58,7   ;1 117 372   ;55,3   ;68 098   ;5,7   
41;Oregon;1976;06;1 736 000   ;1 081 143   ;62,3   ;983 132   ;56,6   ;98 011   ;9,1   
42;Pennsylvania;1976;06;8 804 000   ;5 126 930   ;58,2   ;4 714 719   ;53,6   ;412 211   ;8,0   
44;Rhode Island;1976;06;695 000   ;436 521   ;62,8   ;401 452   ;57,8   ;35 069   ;8,0   
45;South Carolina;1976;06;2 005 000   ;1 292 328   ;64,5   ;1 201 890   ;59,9   ;90 438   ;7,0   
46;South Dakota;1976;06;480 000   ;308 993   ;64,4   ;299 623   ;62,4   ;9 370   ;3,0   
47;Tennessee;1976;06;3 110 000   ;1 851 184   ;59,5   ;1 743 304   ;56,1   ;107 880   ;5,8   
48;Texas;1976;06;8 948 000   ;5 714 998   ;63,9   ;5 381 718   ;60,1   ;333 280   ;5,8   
49;Utah;1976;06;835 000   ;525 864   ;63,0   ;496 755   ;59,5   ;29 109   ;5,5   
50;Vermont;1976;06;342 000   ;216 002   ;63,2   ;197 661   ;57,8   ;18 341   ;8,5   
51;Virginia;1976;06;3 575 000   ;2 339 651   ;65,4   ;2 204 049   ;61,7   ;135 602   ;5,8   
53;Washington;1976;06;2 630 000   ;1 604 708   ;61,0   ;1 464 167   ;55,7   ;140 541   ;8,8   
54;West Virginia;1976;06;1 366 000   ;698 539   ;51,1   ;645 282   ;47,2   ;53 257   ;7,6   
55;Wisconsin;1976;06;3 263 000   ;2 140 193   ;65,6   ;2 024 313   ;62,0   ;115 880   ;5,4   
56;Wyoming;1976;06;275 000   ;179 296   ;65,2   ;172 109   ;62,6   ;7 187   ;4,0   
01;Alabama;1976;07;2 636 000   ;1 497 488   ;56,8   ;1 398 508   ;53,1   ;98 980   ;6,6   
02;Alaska;1976;07;242 000   ;165 354   ;68,3   ;153 206   ;63,3   ;12 148   ;7,3   
04;Arizona;1976;07;1 652 000   ;988 887   ;59,9   ;895 746   ;54,2   ;93 141   ;9,4   
05;Arkansas;1976;07;1 545 000   ;891 219   ;57,7   ;830 028   ;53,7   ;61 191   ;6,9   
06;California;1976;07;15 841 000   ;9 912 233   ;62,6   ;9 021 152   ;56,9   ;891 081   ;9,0   
037;Los Angeles County;1976;07;5 330 000   ;3 400 753   ;63,8   ;3 104 324   ;58,2   ;296 429   ;8,7   
08;Colorado;1976;07;1 859 000   ;1 235 853   ;66,5   ;1 164 288   ;62,6   ;71 565   ;5,8   
09;Connecticut;1976;07;2 261 000   ;1 462 313   ;64,7   ;1 325 601   ;58,6   ;136 712   ;9,3   
10;Delaware;1976;07;421 000   ;265 027   ;63,0   ;240 614   ;57,2   ;24 413   ;9,2   
11;District of Columbia;1976;07;517 000   ;334 066   ;64,6   ;304 814   ;59,0   ;29 252   ;8,8   
12;Florida;1976;07;6 514 000   ;3 605 780   ;55,4   ;3 288 271   ;50,5   ;317 509   ;8,8   
13;Georgia;1976;07;3 559 000   ;2 276 334   ;64,0   ;2 095 905   ;58,9   ;180 429   ;7,9   
15;Hawaii;1976;07;593 000   ;410 576   ;69,2   ;372 349   ;62,8   ;38 227   ;9,3   
16;Idaho;1976;07;590 000   ;374 265   ;63,4   ;353 139   ;59,9   ;21 126   ;5,6   
17;Illinois;1976;07;8 183 000   ;5 154 904   ;63,0   ;4 815 656   ;58,8   ;339 248   ;6,6   
18;Indiana;1976;07;3 814 000   ;2 441 098   ;64,0   ;2 302 543   ;60,4   ;138 555   ;5,7   
19;Iowa;1976;07;2 084 000   ;1 339 836   ;64,3   ;1 288 246   ;61,8   ;51 590   ;3,9   
20;Kansas;1976;07;1 649 000   ;1 073 420   ;65,1   ;1 028 649   ;62,4   ;44 771   ;4,2   
21;Kentucky;1976;07;2 490 000   ;1 494 595   ;60,0   ;1 414 170   ;56,8   ;80 425   ;5,4   
22;Louisiana;1976;07;2 712 000   ;1 533 265   ;56,5   ;1 426 892   ;52,6   ;106 373   ;6,9   
23;Maine;1976;07;774 000   ;477 028   ;61,6   ;436 637   ;56,4   ;40 391   ;8,5   
24;Maryland;1976;07;2 979 000   ;1 917 430   ;64,4   ;1 788 622   ;60,0   ;128 808   ;6,7   
25;Massachusetts;1976;07;4 213 000   ;2 723 542   ;64,6   ;2 467 055   ;58,6   ;256 487   ;9,4   
26;Michigan;1976;07;6 454 000   ;4 007 046   ;62,1   ;3 637 730   ;56,4   ;369 316   ;9,2   
27;Minnesota;1976;07;2 815 000   ;1 853 353   ;65,8   ;1 749 692   ;62,2   ;103 661   ;5,6   
28;Mississippi;1976;07;1 659 000   ;972 883   ;58,6   ;912 384   ;55,0   ;60 499   ;6,2   
29;Missouri;1976;07;3 489 000   ;2 132 641   ;61,1   ;2 000 098   ;57,3   ;132 543   ;6,2   
30;Montana;1976;07;537 000   ;328 695   ;61,2   ;309 084   ;57,6   ;19 611   ;6,0   
31;Nebraska;1976;07;1 102 000   ;718 924   ;65,2   ;696 607   ;63,2   ;22 317   ;3,1   
32;Nevada;1976;07;464 000   ;330 705   ;71,3   ;302 176   ;65,1   ;28 529   ;8,6   
33;New Hampshire;1976;07;602 000   ;398 797   ;66,2   ;373 163   ;62,0   ;25 634   ;6,4   
34;New Jersey;1976;07;5 385 000   ;3 318 401   ;61,6   ;2 972 413   ;55,2   ;345 988   ;10,4   
35;New Mexico;1976;07;810 000   ;482 648   ;59,6   ;439 924   ;54,3   ;42 724   ;8,9   
36;New York;1976;07;13 230 000   ;7 714 711   ;58,3   ;6 928 065   ;52,4   ;786 646   ;10,2   
51000;New York city;1976;07;5 683 000   ;3 109 451   ;54,7   ;2 762 946   ;48,6   ;346 505   ;11,1   
37;North Carolina;1976;07;3 940 000   ;2 616 425   ;66,4   ;2 462 323   ;62,5   ;154 102   ;5,9   
38;North Dakota;1976;07;447 000   ;279 594   ;62,5   ;269 074   ;60,2   ;10 520   ;3,8   
39;Ohio;1976;07;7 731 000   ;4 749 372   ;61,4   ;4 388 313   ;56,8   ;361 059   ;7,6   
40;Oklahoma;1976;07;2 023 000   ;1 187 467   ;58,7   ;1 120 145   ;55,4   ;67 322   ;5,7   
41;Oregon;1976;07;1 740 000   ;1 087 537   ;62,5   ;989 212   ;56,9   ;98 325   ;9,0   
42;Pennsylvania;1976;07;8 810 000   ;5 130 996   ;58,2   ;4 724 714   ;53,6   ;406 282   ;7,9   
44;Rhode Island;1976;07;696 000   ;437 006   ;62,8   ;401 730   ;57,7   ;35 276   ;8,1   
45;South Carolina;1976;07;2 009 000   ;1 294 202   ;64,4   ;1 204 370   ;59,9   ;89 832   ;6,9   
46;South Dakota;1976;07;481 000   ;309 365   ;64,3   ;299 746   ;62,3   ;9 619   ;3,1   
47;Tennessee;1976;07;3 116 000   ;1 865 156   ;59,9   ;1 755 158   ;56,3   ;109 998   ;5,9   
48;Texas;1976;07;8 974 000   ;5 739 119   ;64,0   ;5 407 584   ;60,3   ;331 535   ;5,8   
49;Utah;1976;07;837 000   ;528 720   ;63,2   ;499 743   ;59,7   ;28 977   ;5,5   
50;Vermont;1976;07;343 000   ;216 844   ;63,2   ;198 770   ;58,0   ;18 074   ;8,3   
51;Virginia;1976;07;3 583 000   ;2 343 598   ;65,4   ;2 207 139   ;61,6   ;136 459   ;5,8   
53;Washington;1976;07;2 636 000   ;1 618 080   ;61,4   ;1 474 961   ;56,0   ;143 119   ;8,8   
54;West Virginia;1976;07;1 369 000   ;695 860   ;50,8   ;644 584   ;47,1   ;51 276   ;7,4   
55;Wisconsin;1976;07;3 267 000   ;2 146 728   ;65,7   ;2 031 358   ;62,2   ;115 370   ;5,4   
56;Wyoming;1976;07;276 000   ;180 577   ;65,4   ;173 470   ;62,9   ;7 107   ;3,9   
01;Alabama;1976;08;2 641 000   ;1 502 397   ;56,9   ;1 400 824   ;53,0   ;101 573   ;6,8   
02;Alaska;1976;08;243 000   ;166 528   ;68,5   ;153 864   ;63,3   ;12 664   ;7,6   
04;Arizona;1976;08;1 658 000   ;993 223   ;59,9   ;900 283   ;54,3   ;92 940   ;9,4   
05;Arkansas;1976;08;1 548 000   ;894 719   ;57,8   ;834 576   ;53,9   ;60 143   ;6,7   
06;California;1976;08;15 879 000   ;9 950 583   ;62,7   ;9 044 297   ;57,0   ;906 286   ;9,1   
037;Los Angeles County;1976;08;5 335 000   ;3 406 205   ;63,8   ;3 105 108   ;58,2   ;301 097   ;8,8   
08;Colorado;1976;08;1 865 000   ;1 240 888   ;66,5   ;1 166 968   ;62,6   ;73 920   ;6,0   
09;Connecticut;1976;08;2 263 000   ;1 465 194   ;64,7   ;1 330 591   ;58,8   ;134 603   ;9,2   
10;Delaware;1976;08;422 000   ;265 641   ;62,9   ;240 547   ;57,0   ;25 094   ;9,4   
11;District of Columbia;1976;08;517 000   ;332 802   ;64,4   ;303 227   ;58,7   ;29 575   ;8,9   
12;Florida;1976;08;6 532 000   ;3 608 167   ;55,2   ;3 291 137   ;50,4   ;317 030   ;8,8   
13;Georgia;1976;08;3 567 000   ;2 284 323   ;64,0   ;2 102 593   ;58,9   ;181 730   ;8,0   
15;Hawaii;1976;08;594 000   ;410 176   ;69,1   ;373 163   ;62,8   ;37 013   ;9,0   
16;Idaho;1976;08;592 000   ;376 375   ;63,6   ;355 153   ;60,0   ;21 222   ;5,6   
17;Illinois;1976;08;8 192 000   ;5 159 514   ;63,0   ;4 817 462   ;58,8   ;342 052   ;6,6   
18;Indiana;1976;08;3 819 000   ;2 446 534   ;64,1   ;2 308 102   ;60,4   ;138 432   ;5,7   
19;Iowa;1976;08;2 086 000   ;1 343 674   ;64,4   ;1 292 323   ;62,0   ;51 351   ;3,8   
20;Kansas;1976;08;1 651 000   ;1 076 173   ;65,2   ;1 031 626   ;62,5   ;44 547   ;4,1   
21;Kentucky;1976;08;2 494 000   ;1 495 794   ;60,0   ;1 416 017   ;56,8   ;79 777   ;5,3   
22;Louisiana;1976;08;2 718 000   ;1 536 888   ;56,5   ;1 428 989   ;52,6   ;107 899   ;7,0   
23;Maine;1976;08;775 000   ;477 300   ;61,6   ;436 719   ;56,4   ;40 581   ;8,5   
24;Maryland;1976;08;2 984 000   ;1 921 043   ;64,4   ;1 791 765   ;60,0   ;129 278   ;6,7   
25;Massachusetts;1976;08;4 217 000   ;2 724 895   ;64,6   ;2 473 326   ;58,7   ;251 569   ;9,2   
26;Michigan;1976;08;6 462 000   ;4 014 317   ;62,1   ;3 650 144   ;56,5   ;364 173   ;9,1   
27;Minnesota;1976;08;2 819 000   ;1 860 375   ;66,0   ;1 754 797   ;62,2   ;105 578   ;5,7   
28;Mississippi;1976;08;1 662 000   ;975 202   ;58,7   ;913 230   ;54,9   ;61 972   ;6,4   
29;Missouri;1976;08;3 493 000   ;2 142 316   ;61,3   ;2 006 941   ;57,5   ;135 375   ;6,3   
30;Montana;1976;08;538 000   ;330 148   ;61,4   ;310 336   ;57,7   ;19 812   ;6,0   
31;Nebraska;1976;08;1 103 000   ;720 621   ;65,3   ;698 032   ;63,3   ;22 589   ;3,1   
32;Nevada;1976;08;466 000   ;332 310   ;71,3   ;303 615   ;65,2   ;28 695   ;8,6   
33;New Hampshire;1976;08;604 000   ;400 582   ;66,3   ;375 185   ;62,1   ;25 397   ;6,3   
34;New Jersey;1976;08;5 389 000   ;3 323 094   ;61,7   ;2 975 450   ;55,2   ;347 644   ;10,5   
35;New Mexico;1976;08;813 000   ;484 771   ;59,6   ;441 951   ;54,4   ;42 820   ;8,8   
36;New York;1976;08;13 231 000   ;7 711 955   ;58,3   ;6 922 698   ;52,3   ;789 257   ;10,2   
51000;New York city;1976;08;5 677 000   ;3 104 484   ;54,7   ;2 758 293   ;48,6   ;346 191   ;11,2   
37;North Carolina;1976;08;3 948 000   ;2 619 902   ;66,4   ;2 463 670   ;62,4   ;156 232   ;6,0   
38;North Dakota;1976;08;448 000   ;280 450   ;62,6   ;269 615   ;60,2   ;10 835   ;3,9   
39;Ohio;1976;08;7 738 000   ;4 747 542   ;61,4   ;4 390 667   ;56,7   ;356 875   ;7,5   
40;Oklahoma;1976;08;2 027 000   ;1 189 336   ;58,7   ;1 122 770   ;55,4   ;66 566   ;5,6   
41;Oregon;1976;08;1 745 000   ;1 094 762   ;62,7   ;995 155   ;57,0   ;99 607   ;9,1   
42;Pennsylvania;1976;08;8 816 000   ;5 133 739   ;58,2   ;4 733 149   ;53,7   ;400 590   ;7,8   
44;Rhode Island;1976;08;697 000   ;437 500   ;62,8   ;401 806   ;57,6   ;35 694   ;8,2   
45;South Carolina;1976;08;2 014 000   ;1 296 450   ;64,4   ;1 206 523   ;59,9   ;89 927   ;6,9   
46;South Dakota;1976;08;482 000   ;309 901   ;64,3   ;299 915   ;62,2   ;9 986   ;3,2   
47;Tennessee;1976;08;3 122 000   ;1 876 977   ;60,1   ;1 764 092   ;56,5   ;112 885   ;6,0   
48;Texas;1976;08;8 997 000   ;5 755 786   ;64,0   ;5 426 895   ;60,3   ;328 891   ;5,7   
49;Utah;1976;08;840 000   ;531 187   ;63,2   ;502 237   ;59,8   ;28 950   ;5,5   
50;Vermont;1976;08;344 000   ;217 539   ;63,2   ;199 763   ;58,1   ;17 776   ;8,2   
51;Virginia;1976;08;3 590 000   ;2 346 485   ;65,4   ;2 209 333   ;61,5   ;137 152   ;5,8   
53;Washington;1976;08;2 643 000   ;1 632 326   ;61,8   ;1 486 462   ;56,2   ;145 864   ;8,9   
54;West Virginia;1976;08;1 371 000   ;693 315   ;50,6   ;644 460   ;47,0   ;48 855   ;7,0   
55;Wisconsin;1976;08;3 272 000   ;2 152 299   ;65,8   ;2 036 363   ;62,2   ;115 936   ;5,4   
56;Wyoming;1976;08;277 000   ;181 678   ;65,6   ;174 649   ;63,1   ;7 029   ;3,9   
01;Alabama;1976;09;2 645 000   ;1 507 195   ;57,0   ;1 403 488   ;53,1   ;103 707   ;6,9   
02;Alaska;1976;09;243 000   ;167 315   ;68,9   ;154 146   ;63,4   ;13 169   ;7,9   
04;Arizona;1976;09;1 665 000   ;997 610   ;59,9   ;904 382   ;54,3   ;93 228   ;9,3   
05;Arkansas;1976;09;1 552 000   ;898 178   ;57,9   ;838 703   ;54,0   ;59 475   ;6,6   
06;California;1976;09;15 916 000   ;9 986 516   ;62,7   ;9 065 302   ;57,0   ;921 214   ;9,2   
037;Los Angeles County;1976;09;5 341 000   ;3 410 178   ;63,8   ;3 104 688   ;58,1   ;305 490   ;9,0   
08;Colorado;1976;09;1 870 000   ;1 247 308   ;66,7   ;1 171 424   ;62,6   ;75 884   ;6,1   
09;Connecticut;1976;09;2 265 000   ;1 466 342   ;64,7   ;1 334 686   ;58,9   ;131 656   ;9,0   
10;Delaware;1976;09;422 000   ;266 225   ;63,1   ;240 675   ;57,0   ;25 550   ;9,6   
11;District of Columbia;1976;09;516 000   ;331 749   ;64,3   ;301 823   ;58,5   ;29 926   ;9,0   
12;Florida;1976;09;6 549 000   ;3 609 567   ;55,1   ;3 291 006   ;50,3   ;318 561   ;8,8   
13;Georgia;1976;09;3 574 000   ;2 291 968   ;64,1   ;2 107 937   ;59,0   ;184 031   ;8,0   
15;Hawaii;1976;09;596 000   ;410 045   ;68,8   ;373 983   ;62,7   ;36 062   ;8,8   
16;Idaho;1976;09;594 000   ;378 402   ;63,7   ;357 094   ;60,1   ;21 308   ;5,6   
17;Illinois;1976;09;8 200 000   ;5 161 664   ;62,9   ;4 819 299   ;58,8   ;342 365   ;6,6   
18;Indiana;1976;09;3 823 000   ;2 449 803   ;64,1   ;2 310 374   ;60,4   ;139 429   ;5,7   
19;Iowa;1976;09;2 089 000   ;1 347 685   ;64,5   ;1 296 091   ;62,0   ;51 594   ;3,8   
20;Kansas;1976;09;1 653 000   ;1 078 836   ;65,3   ;1 034 308   ;62,6   ;44 528   ;4,1   
21;Kentucky;1976;09;2 499 000   ;1 496 632   ;59,9   ;1 417 964   ;56,7   ;78 668   ;5,3   
22;Louisiana;1976;09;2 723 000   ;1 538 809   ;56,5   ;1 430 467   ;52,5   ;108 342   ;7,0   
23;Maine;1976;09;777 000   ;477 675   ;61,5   ;436 709   ;56,2   ;40 966   ;8,6   
24;Maryland;1976;09;2 988 000   ;1 924 391   ;64,4   ;1 795 002   ;60,1   ;129 389   ;6,7   
25;Massachusetts;1976;09;4 220 000   ;2 726 270   ;64,6   ;2 478 825   ;58,7   ;247 445   ;9,1   
26;Michigan;1976;09;6 470 000   ;4 019 823   ;62,1   ;3 658 709   ;56,5   ;361 114   ;9,0   
27;Minnesota;1976;09;2 823 000   ;1 867 208   ;66,1   ;1 759 571   ;62,3   ;107 637   ;5,8   
28;Mississippi;1976;09;1 665 000   ;976 927   ;58,7   ;913 422   ;54,9   ;63 505   ;6,5   
29;Missouri;1976;09;3 497 000   ;2 150 007   ;61,5   ;2 011 687   ;57,5   ;138 320   ;6,4   
30;Montana;1976;09;539 000   ;332 042   ;61,6   ;312 065   ;57,9   ;19 977   ;6,0   
31;Nebraska;1976;09;1 104 000   ;722 566   ;65,4   ;699 705   ;63,4   ;22 861   ;3,2   
32;Nevada;1976;09;469 000   ;333 660   ;71,1   ;304 702   ;65,0   ;28 958   ;8,7   
33;New Hampshire;1976;09;606 000   ;402 257   ;66,4   ;376 996   ;62,2   ;25 261   ;6,3   
34;New Jersey;1976;09;5 394 000   ;3 327 480   ;61,7   ;2 978 004   ;55,2   ;349 476   ;10,5   
35;New Mexico;1976;09;815 000   ;487 267   ;59,8   ;444 136   ;54,5   ;43 131   ;8,9   
36;New York;1976;09;13 233 000   ;7 702 135   ;58,2   ;6 912 814   ;52,2   ;789 321   ;10,2   
51000;New York city;1976;09;5 672 000   ;3 096 874   ;54,6   ;2 752 637   ;48,5   ;344 237   ;11,1   
37;North Carolina;1976;09;3 955 000   ;2 621 444   ;66,3   ;2 461 795   ;62,2   ;159 649   ;6,1   
38;North Dakota;1976;09;448 000   ;281 118   ;62,7   ;270 024   ;60,3   ;11 094   ;3,9   
39;Ohio;1976;09;7 745 000   ;4 749 246   ;61,3   ;4 393 809   ;56,7   ;355 437   ;7,5   
40;Oklahoma;1976;09;2 030 000   ;1 191 335   ;58,7   ;1 125 548   ;55,4   ;65 787   ;5,5   
41;Oregon;1976;09;1 751 000   ;1 102 269   ;63,0   ;1 001 249   ;57,2   ;101 020   ;9,2   
42;Pennsylvania;1976;09;8 822 000   ;5 137 094   ;58,2   ;4 739 425   ;53,7   ;397 669   ;7,7   
44;Rhode Island;1976;09;698 000   ;438 160   ;62,8   ;401 912   ;57,6   ;36 248   ;8,3   
45;South Carolina;1976;09;2 018 000   ;1 298 645   ;64,4   ;1 208 467   ;59,9   ;90 178   ;6,9   
46;South Dakota;1976;09;482 000   ;310 607   ;64,4   ;300 260   ;62,3   ;10 347   ;3,3   
47;Tennessee;1976;09;3 129 000   ;1 886 495   ;60,3   ;1 770 818   ;56,6   ;115 677   ;6,1   
48;Texas;1976;09;9 021 000   ;5 770 305   ;64,0   ;5 443 387   ;60,3   ;326 918   ;5,7   
49;Utah;1976;09;842 000   ;533 344   ;63,3   ;504 388   ;59,9   ;28 956   ;5,4   
50;Vermont;1976;09;345 000   ;218 206   ;63,2   ;200 706   ;58,2   ;17 500   ;8,0   
51;Virginia;1976;09;3 598 000   ;2 348 914   ;65,3   ;2 211 644   ;61,5   ;137 270   ;5,8   
53;Washington;1976;09;2 650 000   ;1 646 384   ;62,1   ;1 497 953   ;56,5   ;148 431   ;9,0   
54;West Virginia;1976;09;1 374 000   ;691 711   ;50,3   ;645 060   ;46,9   ;46 651   ;6,7   
55;Wisconsin;1976;09;3 276 000   ;2 156 519   ;65,8   ;2 040 019   ;62,3   ;116 500   ;5,4   
56;Wyoming;1976;09;278 000   ;182 760   ;65,7   ;175 766   ;63,2   ;6 994   ;3,8   
01;Alabama;1976;10;2 650 000   ;1 512 273   ;57,1   ;1 406 391   ;53,1   ;105 882   ;7,0   
02;Alaska;1976;10;244 000   ;167 786   ;68,8   ;154 152   ;63,2   ;13 634   ;8,1   
04;Arizona;1976;10;1 671 000   ;1 001 958   ;60,0   ;908 289   ;54,4   ;93 669   ;9,3   
